Model,Accuracy_fold_1,Accuracy_fold_2,Accuracy_fold_3,Accuracy_fold_4,Accuracy_fold_5,F1_fold_1,F1_fold_2,F1_fold_3,F1_fold_4,F1_fold_5,AUC_fold_1,AUC_fold_2,AUC_fold_3,AUC_fold_4,AUC_fold_5,Accuracy Mean,F1 Mean,AUC Mean,AUC Std. Dev,AUC 95% CI
Decision Tree 2,0.9755434782608695,0.9755434782608695,0.970108695652174,0.9782016348773842,0.9754768392370572,0.0,0.0,0.0,0.0,0.0,0.6397569444444444,0.6241101826060043,0.5454967502321263,0.5703342618384402,0.7028203342618384,0.9749748252576709,0.0,0.6165036946765706,0.06169022864403204,"(np.float64(0.562), np.float64(0.671))"
Decision Tree 3,0.9755434782608695,0.9755434782608695,0.970108695652174,0.9782016348773842,0.9754768392370572,0.0,0.0,0.0,0.0,0.0,0.6619791666666667,0.6220984215413183,0.5566388115134633,0.5731197771587744,0.7042130919220055,0.9749748252576709,0.0,0.6236098537604455,0.06124895700595111,"(np.float64(0.57), np.float64(0.677))"
Decision Tree 4,0.970108695652174,0.9728260869565217,0.970108695652174,0.9782016348773842,0.9727520435967303,0.15384615384615385,0.0,0.0,0.0,0.0,0.5562499999999999,0.4721448467966573,0.5625193438563912,0.47580083565459613,0.748433147632312,0.9727994313469969,0.03076923076923077,0.5630296347879914,0.11212670790916801,"(np.float64(0.465), np.float64(0.661))"
Decision Tree 5,0.967391304347826,0.9728260869565217,0.967391304347826,0.9700272479564033,0.9700272479564033,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.5541666666666667,0.4654905601980811,0.6228721757969669,0.5074860724233983,0.6763579387186629,0.9695326383129961,0.05714285714285714,0.5652746827607553,0.08525952084685126,"(np.float64(0.491), np.float64(0.64))"
Decision Tree 6,0.967391304347826,0.9728260869565217,0.9538043478260869,0.9700272479564033,0.9727520435967303,0.14285714285714285,0.0,0.10526315789473684,0.0,0.0,0.584375,0.4532652429588362,0.63107397090684,0.4939066852367688,0.6996866295264623,0.9673602061367136,0.04962406015037594,0.5724615057257815,0.10017758410216938,"(np.float64(0.485), np.float64(0.66))"
Decision Tree 7,0.9728260869565217,0.9728260869565217,0.9565217391304348,0.9700272479564033,0.9700272479564033,0.2857142857142857,0.0,0.0,0.0,0.0,0.5989583333333333,0.5176415970287837,0.436397400185701,0.5073119777158774,0.7369428969359332,0.968445681791257,0.05714285714285714,0.5594504410399257,0.11475288134974682,"(np.float64(0.459), np.float64(0.66))"
Logistic Regression 0.5,0.9747899159663865,0.9747899159663865,0.9747191011235955,0.9775280898876404,0.9775280898876404,0.0,0.0,0.0,0.0,0.0,0.39272030651340994,0.8499361430395913,0.8785919540229886,0.5851293103448276,0.7449712643678161,0.9758710225663298,0.0,0.6902697956577267,0.20220104391331278,"(np.float64(0.513), np.float64(0.868))"
Logistic Regression 0.3,0.9747899159663865,0.9747899159663865,0.9691011235955056,0.9719101123595506,0.9775280898876404,0.0,0.0,0.0,0.0,0.0,0.39272030651340994,0.8499361430395913,0.8785919540229886,0.5851293103448276,0.7449712643678161,0.9736238315550938,0.0,0.6902697956577267,0.20220104391331278,"(np.float64(0.513), np.float64(0.868))"
Logistic Regression 0.03,0.927170868347339,0.9327731092436975,0.9044943820224719,0.9213483146067416,0.898876404494382,0.07142857142857142,0.25,0.15,0.06666666666666667,0.14285714285714285,0.39272030651340994,0.8499361430395913,0.8785919540229886,0.5851293103448276,0.7449712643678161,0.9169326157429264,0.1361904761904762,0.6902697956577267,0.20220104391331278,"(np.float64(0.513), np.float64(0.868))"
Logistic Regression 0.01,0.0896358543417367,0.025210084033613446,0.047752808988764044,0.05898876404494382,0.042134831460674156,0.0469208211143695,0.04918032786885246,0.04507042253521127,0.045584045584045586,0.04481792717086835,0.39272030651340994,0.8499361430395913,0.8785919540229886,0.5851293103448276,0.7449712643678161,0.052744468573946435,0.046314708854669435,0.6902697956577267,0.20220104391331278,"(np.float64(0.513), np.float64(0.868))"
